订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额
D29308,2019-01-09,S22214,北区,黑龙江,佳木斯市,X079,413.0,128.0,52864.0
D25698,2019-07-14,S12163,南区,广西,桂林市,X009,1008.0,92.0,92736.0
D28537,2019-05-11,S20274,西区,云南,丽江市,X056,1192.0,233.0,277736.0
D22391,2019-05-08,S13287,西区,重庆市,重庆市,X026,959.0,101.0,96859.0
D21076,2019-08-09,S19375,东区,江苏,苏州市,X003,557.0,168.0,93576.0
D26298,2019-01-07,S20000,南区,福建,南平市,X017,993.0,213.0,211509.0
D32893,2019-09-07,S22289,北区,河北,唐山市,X068,611.0,225.0,137475.0
D29705,2019-08-04,S22753,东区,湖北,荆州市,X015,935.0,151.0,141185.0
D23447,2019-08-07,S19012,南区,福建,福州市,X075,315.0,126.0,39690.0
D28376,2019-08-22,S11581,东区,江苏,南京市,X089,729.0,104.0,75816.0
D21685,2019-09-25,S22289,北区,河北,唐山市,X064,1913.0,150.0,286950.0
D22561,2019-09-21,S11055,西区,贵州,安顺市,X059,415.0,56.0,23240.0
D21912,2019-04-25,S10972,南区,福建,泉州市,X047,1497.0,192.0,287424.0
D21478,2019-06-28,S10271,东区,江苏,苏州市,X040,783.0,142.0,111186.0
D28733,2019-08-14,S22445,南区,湖南,邵阳市,X002,24.0,141.0,3384.0
D28930,2019-06-04,S20405,北区,山东,青岛市,X110,1397.0,204.0,284988.0
D23739,2019-06-24,S18634,西区,四川,泸州市,X044,888.0,174.0,154512.0
D28213,2019-09-30,S21531,东区,安徽,合肥市,X057,1355.0,245.0,331975.0
D23195,2019-08-01,S14823,东区,江苏,泰州市,X041,188.0,212.0,39856.0
D22145,2019-01-13,S23010,西区,重庆市,重庆市,X035,1520.0,76.0,115520.0
D26493,2019-08-04,S14649,南区,广东,广州市,X045,987.0,205.0,202335.0
D26223,2019-09-26,S11596,南区,江西,抚州市,X016,782.0,99.0,77418.0
D27420,2019-06-09,S18606,南区,江西,上饶市,X047,1690.0,192.0,324480.0
D27593,2019-07-09,S17515,西区,陕西,西安市,X091,486.0,214.0,104004.0
D30437,2019-06-01,S13115,南区,广东,东莞市,X059,46.0,56.0,2576.0
D25511,2019-01-22,S22146,北区,河北,沧州市,X007,1560.0,213.0,332280.0
D21249,2019-06-06,S22640,西区,云南,昆明市,X079,1288.0,128.0,164864.0
D31888,2019-05-20,S17864,东区,浙江,温州市,X044,782.0,174.0,136068.0
D31775,2019-04-25,S12688,北区,山东,莱芜市,X041,1655.0,212.0,350860.0
D21133,2019-04-01,S16669,东区,上海市,上海市,X041,1655.0,212.0,350860.0
D23340,2019-08-09,S12763,东区,湖北,襄阳市,X017,581.0,213.0,123753.0
D22322,2019-05-26,S18911,东区,浙江,台州市,X009,2078.0,92.0,191176.0
D22664,2019-08-26,S21377,北区,山东,青岛市,X010,1205.0,58.0,69890.0
D23304,2019-07-08,S13643,南区,福建,南平市,X011,1869.0,226.0,422394.0
D25128,2019-01-19,S11674,东区,江苏,扬州市,X049,375.0,226.0,84750.0
D29629,2019-08-08,S18111,东区,上海市,上海市,X002,864.0,141.0,121824.0
D27685,2019-07-19,S15037,南区,福建,宁德市,X095,715.0,107.0,76505.0
D24457,2019-09-02,S13578,东区,上海市,上海市,X027,832.0,164.0,136448.0
D24797,2019-04-13,S17229,北区,山西,大同市,X029,419.0,154.0,64526.0
D32691,2019-08-14,S16650,西区,四川,达州市,X023,501.0,235.0,117735.0
D29591,2019-08-18,S21058,东区,安徽,淮南市,X025,891.0,102.0,90882.0
D26968,2019-02-28,S14069,北区,河北,邯郸市,X021,557.0,59.0,32863.0
D29907,2019-08-04,S17833,南区,广东,中山市,X027,254.0,164.0,41656.0
D31174,2019-05-26,S15803,西区,贵州,黔东南州,X046,37.0,241.0,8917.0
D22610,2019-08-04,S23337,北区,北京市,北京市,X029,618.0,154.0,95172.0
D29419,2019-08-21,S18111,东区,上海市,上海市,X015,589.0,151.0,88939.0
D32916,2019-01-08,S22930,南区,湖南,长沙市,X073,1301.0,209.0,271909.0
D28355,2019-02-20,S15320,南区,湖南,永州市,X088,1199.0,125.0,149875.0
D27570,2019-05-05,S12660,南区,江西,赣州市,X050,1232.0,143.0,176176.0
D29583,2019-09-08,S22854,东区,江苏,苏州市,X020,671.0,100.0,67100.0
D27413,2019-08-18,S13810,东区,湖北,襄阳市,X002,1030.0,141.0,145230.0
D29070,2019-08-21,S19738,东区,江苏,徐州市,X019,664.0,210.0,139440.0
D24382,2019-02-17,S16330,南区,广西,梧州市,X052,481.0,102.0,49062.0
D29529,2019-08-03,S13200,南区,广西,南宁市,X087,1283.0,86.0,110338.0
D26902,2019-08-09,S15407,南区,广东,深圳市,X021,261.0,59.0,15399.0
D22484,2019-06-17,S10860,南区,福建,泉州市,X044,1193.0,174.0,207582.0
D29058,2019-05-17,S22814,东区,浙江,杭州市,X011,911.0,226.0,205886.0
D24692,2019-05-13,S22258,西区,四川,乐山市,X021,1160.0,59.0,68440.0
D32655,2019-08-04,S19748,东区,安徽,六安市,X086,1228.0,92.0,112976.0
D32861,2019-09-30,S11296,南区,福建,泉州市,X065,425.0,140.0,59500.0
D27510,2019-08-04,S13676,东区,浙江,杭州市,X068,855.0,225.0,192375.0
D29211,2019-08-02,S11028,东区,上海市,上海市,X036,276.0,99.0,27324.0
D28183,2019-06-24,S13734,北区,山东,德州市,X059,128.0,56.0,7168.0
D25596,2019-05-01,S22773,东区,江苏,苏州市,X034,611.0,182.0,111202.0
D26718,2019-02-07,S15563,东区,上海市,上海市,X058,800.0,239.0,191200.0
D29205,2019-08-03,S16465,南区,福建,泉州市,X074,1282.0,87.0,111534.0
D26759,2019-05-25,S21838,南区,福建,泉州市,X013,398.0,164.0,65272.0
D28040,2019-08-04,S15969,西区,陕西,西安市,X059,635.0,56.0,35560.0
D27818,2019-06-14,S18507,东区,安徽,合肥市,X022,1419.0,158.0,224202.0
D27536,2019-02-05,S13578,东区,上海市,上海市,X041,722.0,212.0,153064.0
D24729,2019-04-07,S17985,北区,山东,淄博市,X044,1306.0,174.0,227244.0
D22819,2019-07-17,S10286,南区,福建,莆田市,X070,777.0,242.0,188034.0
D23485,2019-08-04,S22256,南区,广西,北海市,X004,1699.0,211.0,358489.0
D24031,2019-06-18,S12871,东区,安徽,安庆市,X008,1093.0,119.0,130067.0
D27393,2019-04-16,S15466,北区,山西,临汾市,X085,285.0,233.0,66405.0
D29490,2019-06-26,S14453,东区,江苏,无锡市,X071,731.0,253.0,184943.0
D26295,2019-09-01,S10989,南区,福建,泉州市,X031,2056.0,86.0,176816.0
D21871,2019-01-01,S11024,西区,四川,成都市,X077,979.0,247.0,241813.0
D23736,2019-09-24,S14831,南区,广西,南宁市,X029,890.0,154.0,137060.0
D27564,2019-05-24,S21656,南区,广东,中山市,X033,1272.0,177.0,225144.0
D27971,2019-08-14,S15036,东区,江苏,宿迁市,X005,1003.0,185.0,185555.0
D27780,2019-06-18,S23023,东区,上海市,上海市,X044,1831.0,174.0,318594.0
D23092,2019-07-26,S20307,北区,河北,秦皇岛市,X044,1804.0,174.0,313896.0
D31370,2019-09-23,S13107,南区,广东,深圳市,X048,424.0,61.0,25864.0
D25089,2019-07-17,S15251,东区,江苏,泰州市,X035,1154.0,76.0,87704.0
D30699,2019-06-23,S21738,东区,上海市,上海市,X010,1374.0,58.0,79692.0
D27234,2019-09-29,S17261,北区,辽宁,辽阳市,X059,1366.0,56.0,76496.0
D29243,2019-08-20,S13257,南区,福建,泉州市,X100,1020.0,80.0,81600.0
D21267,2019-08-04,S17622,南区,江西,南昌市,X048,180.0,61.0,10980.0
D28750,2019-01-19,S23112,东区,江苏,苏州市,X045,1197.0,205.0,245385.0
D27975,2019-02-17,S10131,东区,上海市,上海市,X005,867.0,185.0,160395.0
D33833,2019-09-28,S11188,南区,江西,新余市,X016,1694.0,99.0,167706.0
D28687,2019-04-22,S18552,东区,江苏,苏州市,X047,1668.0,192.0,320256.0
D31211,2019-06-26,S23051,东区,江苏,常州市,X027,843.0,164.0,138252.0
D21702,2019-09-06,S14106,东区,江苏,常州市,X045,1012.0,205.0,207460.0
D29951,2019-07-06,S13492,北区,北京市,北京市,X017,936.0,213.0,199368.0
D22200,2019-01-05,S12110,南区,广东,东莞市,X080,674.0,72.0,48528.0
D24186,2019-05-26,S14783,东区,江苏,苏州市,X064,449.0,150.0,67350.0
D33950,2019-02-18,S19493,南区,广西,南宁市,X102,529.0,160.0,84640.0
D25802,2019-08-04,S21647,南区,广东,湛江市,X085,654.0,233.0,152382.0
D29896,2019-05-15,S20830,北区,山东,烟台市,X067,298.0,212.0,63176.0
D26166,2019-07-13,S20405,北区,山东,青岛市,X070,1153.0,242.0,279026.0
D21100,2019-05-15,S22968,东区,湖北,孝感市,X022,1063.0,158.0,167954.0
D29513,2019-04-17,S11386,南区,广东,东莞市,X002,254.0,141.0,35814.0
D24486,2019-06-06,S10604,西区,四川,南充市,X063,1147.0,162.0,185814.0
D21630,2019-05-09,S10448,南区,福建,南平市,X026,390.0,101.0,39390.0
D30487,2019-09-29,S12848,西区,云南,昆明市,X057,1257.0,245.0,307965.0
D26397,2019-05-22,S14421,西区,重庆市,重庆市,X074,2095.0,87.0,182265.0
D25542,2019-06-21,S10966,南区,湖南,长沙市,X019,452.0,210.0,94920.0
D26443,2019-05-30,S10311,西区,重庆市,重庆市,X054,1155.0,83.0,95865.0
D21771,2019-05-30,S18020,东区,江苏,南京市,X020,317.0,100.0,31700.0
D26302,2019-08-04,S11033,东区,浙江,金华市,X057,681.0,245.0,166845.0
D23879,2019-04-25,S14898,北区,山东,烟台市,X040,1146.0,142.0,162732.0
D30487,2019-09-29,S12848,西区,云南,昆明市,X068,35.0,225.0,7875.0
D33842,2019-08-14,S15732,南区,广西,贺州市,X051,890.0,203.0,180670.0
D24183,2019-06-28,S18911,东区,浙江,台州市,X072,368.0,62.0,22816.0
D26458,2019-09-16,S20124,北区,吉林,长春市,X100,784.0,80.0,62720.0
D29646,2019-08-04,S13498,北区,山东,枣庄市,X015,200.0,151.0,30200.0
D23224,2019-09-05,S20849,东区,浙江,宁波市,X026,117.0,101.0,11817.0
D25137,2019-09-10,S10902,北区,吉林,延边朝鲜族自治州,X071,448.0,253.0,113344.0
D30967,2019-09-03,S11411,东区,江苏,苏州市,X029,1362.0,154.0,209748.0
D29814,2019-07-14,S19170,西区,新疆,克拉玛依市,X045,1389.0,205.0,284745.0
D24123,2019-06-27,S14453,东区,江苏,无锡市,X088,1437.0,125.0,179625.0
D23098,2019-09-01,S14231,北区,辽宁,大连市,X106,437.0,224.0,97888.0
D32776,2019-08-04,S15642,南区,湖南,长沙市,X041,59.0,212.0,12508.0
D32091,2019-07-05,S15608,南区,广东,江门市,X036,218.0,99.0,21582.0
D21978,2019-02-11,S12572,南区,广东,深圳市,X106,1049.0,224.0,234976.0
D22317,2019-08-04,S17555,东区,湖北,咸宁市,X044,1058.0,174.0,184092.0
D23682,2019-07-05,S11674,东区,江苏,扬州市,X009,823.0,92.0,75716.0
D31011,2019-02-14,S11667,东区,安徽,宿州市,X029,1813.0,154.0,279202.0
D32494,2019-08-04,S10462,西区,新疆,新疆省直辖,X005,899.0,185.0,166315.0
D29435,2019-06-15,S14250,东区,江苏,无锡市,X045,1372.0,205.0,281260.0
D21096,2019-05-20,S14783,东区,江苏,苏州市,X056,862.0,233.0,200846.0
D28963,2019-08-16,S17072,东区,江苏,苏州市,X076,783.0,115.0,90045.0
D21593,2019-07-17,S12418,东区,江苏,苏州市,X040,560.0,142.0,79520.0
D26536,2019-06-15,S12592,东区,浙江,杭州市,X011,140.0,226.0,31640.0
D23243,2019-05-20,S16365,南区,广东,湛江市,X071,899.0,253.0,227447.0
D32704,2019-01-04,S12871,东区,安徽,安庆市,X016,1944.0,99.0,192456.0
D33537,2019-05-15,S22706,东区,江苏,南通市,X011,894.0,226.0,202044.0
D23817,2019-06-10,S12118,北区,辽宁,本溪市,X005,700.0,185.0,129500.0
D28974,2019-06-30,S13498,北区,山东,枣庄市,X067,1381.0,212.0,292772.0
D24767,2019-07-23,S17936,西区,陕西,宝鸡市,X041,1289.0,212.0,273268.0
D22273,2019-08-05,S17057,南区,福建,泉州市,X046,1196.0,241.0,288236.0
D24009,2019-06-17,S17681,西区,云南,红河哈尼族彝族自治州,X077,920.0,247.0,227240.0
D26884,2019-08-21,S10972,南区,福建,泉州市,X013,1044.0,164.0,171216.0
D29899,2019-09-06,S18819,西区,重庆市,重庆市,X071,1444.0,253.0,365332.0
D27363,2019-05-13,S13578,东区,上海市,上海市,X004,1248.0,211.0,263328.0
D22463,2019-07-14,S14106,东区,江苏,常州市,X059,1389.0,56.0,77784.0
D21233,2019-07-13,S10554,东区,江苏,扬州市,X069,146.0,251.0,36646.0
D23289,2019-05-20,S22121,南区,广东,珠海市,X091,381.0,214.0,81534.0
D23924,2019-06-09,S16478,东区,上海市,上海市,X051,1162.0,203.0,235886.0
D27329,2019-01-14,S11622,东区,安徽,淮北市,X033,785.0,177.0,138945.0
D31860,2019-01-19,S18571,东区,浙江,杭州市,X039,1469.0,108.0,158652.0
D27833,2019-09-12,S15489,南区,广东,江门市,X002,1354.0,141.0,190914.0
D22038,2019-07-08,S22773,东区,江苏,苏州市,X017,533.0,213.0,113529.0
D30331,2019-08-04,S20189,东区,浙江,杭州市,X091,1089.0,214.0,233046.0
D27037,2019-01-19,S11101,北区,山西,忻州市,X030,780.0,237.0,184860.0
D26013,2019-07-01,S14313,北区,河南,漯河市,X088,676.0,125.0,84500.0
D25806,2019-09-03,S20281,西区,云南,临沧市,X085,274.0,233.0,63842.0
D22689,2019-08-04,S15489,南区,广东,江门市,X035,476.0,76.0,36176.0
D25787,2019-06-30,S11677,南区,江西,新余市,X019,1101.0,210.0,231210.0
D28566,2019-08-04,S18003,南区,福建,泉州市,X013,506.0,164.0,82984.0
D26861,2019-04-05,S14150,北区,北京市,北京市,X034,1302.0,182.0,236964.0
D32931,2019-06-11,S17476,东区,湖北,武汉市,X001,1643.0,121.0,198803.0
D28773,2019-09-28,S21714,东区,安徽,宿州市,X008,1417.0,119.0,168623.0
D26872,2019-02-06,S15014,西区,重庆市,重庆市,X016,1649.0,99.0,163251.0
D21417,2019-09-27,S15762,西区,四川,成都市,X016,1299.0,99.0,128601.0
D25044,2019-02-18,S22289,北区,河北,唐山市,X048,310.0,61.0,18910.0
D32517,2019-08-04,S11834,东区,浙江,杭州市,X064,930.0,150.0,139500.0
D27272,2019-02-22,S20293,东区,江苏,南京市,X007,884.0,213.0,188292.0
D29552,2019-04-21,S22796,东区,浙江,台州市,X021,1609.0,59.0,94931.0
D28104,2019-04-09,S18621,北区,山东,滨州市,X027,987.0,164.0,161868.0
D27218,2019-06-07,S10512,南区,湖南,岳阳市,X078,223.0,116.0,25868.0
D31389,2019-08-01,S12358,西区,四川,广安市,X057,1989.0,245.0,487305.0
D24302,2019-01-19,S20853,东区,江苏,泰州市,X027,1390.0,164.0,227960.0
D32902,2019-06-07,S16510,南区,湖南,岳阳市,X029,93.0,154.0,14322.0
D24736,2019-07-27,S11955,西区,四川,自贡市,X052,296.0,102.0,30192.0
D32032,2019-04-03,S20114,北区,黑龙江,哈尔滨市,X041,492.0,212.0,104304.0
D21803,2019-09-08,S17455,北区,河北,石家庄市,X034,65.0,182.0,11830.0
D21854,2019-07-02,S16312,东区,浙江,台州市,X031,200.0,86.0,17200.0
D29107,2019-06-11,S18395,西区,陕西,西安市,X046,1055.0,241.0,254255.0
D29212,2019-09-30,S22326,南区,广东,惠州市,X013,1603.0,164.0,262892.0
D23229,2019-06-16,S17375,西区,云南,昆明市,X088,819.0,125.0,102375.0
D22516,2019-06-21,S16106,北区,山东,青岛市,X088,234.0,125.0,29250.0
D24275,2019-09-15,S13106,北区,山东,青岛市,X077,964.0,247.0,238108.0
D28608,2019-08-07,S17720,东区,湖北,黄冈市,X064,865.0,150.0,129750.0
D24529,2019-07-22,S20800,北区,山西,太原市,X079,1149.0,128.0,147072.0
D34217,2019-02-21,S23003,西区,四川,凉山彝族自治州,X040,687.0,142.0,97554.0
D25351,2019-08-04,S13524,北区,北京市,北京市,X071,457.0,253.0,115621.0
D28027,2019-05-17,S14389,东区,安徽,合肥市,X057,651.0,245.0,159495.0
D34244,2019-01-24,S18625,西区,陕西,汉中市,X072,312.0,62.0,19344.0
D26502,2019-06-03,S15310,南区,福建,泉州市,X024,1641.0,235.0,385635.0
D22638,2019-09-04,S17873,南区,湖南,怀化市,X004,1335.0,211.0,281685.0
D32150,2019-07-22,S14137,东区,上海市,上海市,X075,314.0,126.0,39564.0
D27972,2019-08-04,S10909,东区,浙江,温州市,X044,471.0,174.0,81954.0
D21438,2019-08-04,S19023,北区,河北,石家庄市,X017,1039.0,213.0,221307.0
D22592,2019-04-01,S11051,东区,浙江,杭州市,X054,530.0,83.0,43990.0
D30160,2019-09-10,S13234,东区,安徽,铜陵市,X016,400.0,99.0,39600.0
D25394,2019-01-19,S17406,东区,江苏,苏州市,X005,1795.0,185.0,332075.0
D32202,2019-04-04,S21258,南区,广东,惠州市,X061,779.0,203.0,158137.0
D21565,2019-01-11,S19344,北区,内蒙古,包头市,X017,814.0,213.0,173382.0
D23626,2019-05-06,S15125,北区,辽宁,抚顺市,X036,1236.0,99.0,122364.0
D28527,2019-06-22,S11390,东区,浙江,宁波市,X029,154.0,154.0,23716.0
D26837,2019-08-10,S22524,东区,江苏,淮安市,X018,959.0,212.0,203308.0
D22410,2019-08-09,S13008,东区,浙江,丽水市,X036,955.0,99.0,94545.0
D29289,2019-02-07,S17072,东区,江苏,苏州市,X054,657.0,83.0,54531.0
D32220,2019-08-29,S16650,西区,四川,达州市,X038,534.0,102.0,54468.0
D26929,2019-08-21,S18197,东区,江苏,徐州市,X001,1688.0,121.0,204248.0
D32402,2019-08-04,S18132,西区,云南,西双版纳傣族自治州,X042,853.0,159.0,135627.0
D27043,2019-02-25,S23062,东区,上海市,上海市,X064,1359.0,150.0,203850.0
D22548,2019-05-30,S15642,南区,湖南,长沙市,X075,1340.0,126.0,168840.0
D30356,2019-09-05,S17515,西区,陕西,西安市,X007,152.0,213.0,32376.0
D32865,2019-09-19,S10777,南区,福建,龙岩市,X052,376.0,102.0,38352.0
D23520,2019-02-09,S11596,南区,江西,抚州市,X017,112.0,213.0,23856.0
D22714,2019-09-22,S17015,南区,广东,东莞市,X007,648.0,213.0,138024.0
D25671,2019-02-04,S10271,东区,江苏,苏州市,X047,996.0,192.0,191232.0
D23427,2019-02-20,S11334,北区,吉林,四平市,X097,1438.0,56.0,80528.0
D27542,2019-04-25,S15320,南区,湖南,永州市,X105,1716.0,95.0,163020.0
D21799,2019-08-04,S20935,东区,江苏,宿迁市,X018,191.0,212.0,40492.0
D27232,2019-04-26,S17973,西区,重庆市,重庆市,X070,161.0,242.0,38962.0
D28387,2019-04-04,S12848,西区,云南,昆明市,X056,92.0,233.0,21436.0
D23936,2019-08-04,S19828,南区,广西,南宁市,X088,1066.0,125.0,133250.0
D28088,2019-01-18,S14742,南区,广东,广州市,X023,203.0,235.0,47705.0
D21691,2019-06-20,S22301,北区,黑龙江,哈尔滨市,X016,885.0,99.0,87615.0
D29249,2019-04-23,S14422,北区,北京市,北京市,X032,233.0,158.0,36814.0
D26264,2019-05-30,S22502,南区,福建,三明市,X042,886.0,159.0,140874.0
D30030,2019-04-14,S16596,东区,江苏,苏州市,X042,905.0,159.0,143895.0
D26381,2019-05-25,S22152,东区,江苏,南通市,X051,253.0,203.0,51359.0
D28354,2019-08-04,S22515,南区,福建,泉州市,X008,1077.0,119.0,128163.0
D27732,2019-04-27,S13627,南区,广西,北海市,X035,773.0,76.0,58748.0
D24187,2019-06-23,S18388,东区,江苏,南京市,X035,1286.0,76.0,97736.0
D27475,2019-08-04,S20891,东区,浙江,台州市,X008,1063.0,119.0,126497.0
D23438,2019-04-16,S15128,东区,江苏,南通市,X024,140.0,235.0,32900.0
D25487,2019-07-15,S14742,南区,广东,广州市,X055,1552.0,222.0,344544.0
D31606,2019-08-04,S14503,东区,江苏,常州市,X036,1801.0,99.0,178299.0
D24161,2019-04-16,S15865,东区,湖北,孝感市,X001,7.0,121.0,847.0
D29685,2019-04-17,S20579,南区,广东,深圳市,X067,1120.0,212.0,237440.0
D22136,2019-08-03,S17864,东区,浙江,温州市,X009,1487.0,92.0,136804.0
D30487,2019-09-29,S12848,西区,云南,昆明市,X088,1084.0,125.0,135500.0
D23976,2019-09-20,S23144,东区,安徽,阜阳市,X104,1296.0,185.0,239760.0
D34137,2019-07-14,S13453,南区,江西,景德镇市,X010,990.0,58.0,57420.0
D22252,2019-09-01,S14744,东区,浙江,温州市,X075,644.0,126.0,81144.0
D23987,2019-05-23,S14258,东区,安徽,蚌埠市,X034,867.0,182.0,157794.0
D24267,2019-06-17,S18936,东区,浙江,宁波市,X062,1374.0,239.0,328386.0
D21898,2019-08-08,S14278,南区,福建,厦门市,X002,1250.0,141.0,176250.0
D25614,2019-08-08,S11368,东区,浙江,杭州市,X072,1067.0,62.0,66154.0
D23236,2019-07-20,S11423,东区,江苏,苏州市,X108,1742.0,223.0,388466.0
D21701,2019-07-06,S17936,西区,陕西,宝鸡市,X008,707.0,119.0,84133.0
D30730,2019-09-26,S13716,东区,江苏,淮安市,X064,668.0,150.0,100200.0
D31799,2019-07-25,S17946,南区,广东,清远市,X014,218.0,86.0,18748.0
D32743,2019-09-23,S17070,东区,安徽,宿州市,X003,632.0,168.0,106176.0
D22051,2019-08-04,S13850,北区,吉林,四平市,X041,929.0,212.0,196948.0
D32061,2019-09-29,S17575,东区,上海市,上海市,X031,413.0,86.0,35518.0
D25734,2019-05-10,S15604,东区,浙江,衢州市,X038,268.0,102.0,27336.0
D29305,2019-07-11,S22326,南区,广东,惠州市,X079,241.0,128.0,30848.0
D31581,2019-07-31,S21976,东区,湖北,襄阳市,X022,691.0,158.0,109178.0
D32013,2019-07-12,S16703,东区,湖北,鄂州市,X054,1675.0,83.0,139025.0
D28232,2019-09-08,S17207,东区,浙江,杭州市,X021,1429.0,59.0,84311.0
D29882,2019-08-04,S19170,西区,新疆,克拉玛依市,X044,507.0,174.0,88218.0
D21453,2019-08-04,S15910,北区,河南,三门峡市,X007,652.0,213.0,138876.0
D32147,2019-04-21,S18611,东区,江苏,宿迁市,X005,1630.0,185.0,301550.0
D24246,2019-02-01,S22577,西区,四川,南充市,X022,1063.0,158.0,167954.0
D21902,2019-08-31,S18003,南区,福建,泉州市,X065,827.0,140.0,115780.0
D29661,2019-08-04,S14258,东区,安徽,蚌埠市,X036,1417.0,99.0,140283.0
D33299,2019-08-04,S21714,东区,安徽,宿州市,X015,271.0,151.0,40921.0
D21453,2019-08-04,S15910,北区,河南,三门峡市,X010,113.0,58.0,6554.0
D27818,2019-06-14,S18507,东区,安徽,合肥市,X065,695.0,140.0,97300.0
D25821,2019-01-19,S21714,东区,安徽,宿州市,X015,1097.0,151.0,165647.0
D22953,2019-04-09,S13886,东区,湖北,武汉市,X037,1125.0,195.0,219375.0
D31009,2019-07-16,S20141,南区,湖南,长沙市,X017,1022.0,213.0,217686.0
D27069,2019-02-15,S12578,南区,广西,桂林市,X029,606.0,154.0,93324.0
D28471,2019-08-20,S18495,北区,山东,青岛市,X016,558.0,99.0,55242.0
D28548,2019-06-26,S21964,南区,广东,江门市,X016,1959.0,99.0,193941.0
D25634,2019-08-15,S17072,东区,江苏,苏州市,X030,1078.0,237.0,255486.0
D23008,2019-04-08,S19095,东区,上海市,上海市,X054,1091.0,83.0,90553.0
D31708,2019-08-04,S22214,北区,黑龙江,佳木斯市,X038,1086.0,102.0,110772.0
D30806,2019-08-04,S15092,东区,江苏,扬州市,X089,898.0,104.0,93392.0
D24081,2019-06-30,S11353,南区,广东,深圳市,X075,292.0,126.0,36792.0
D30671,2019-07-06,S11231,东区,浙江,温州市,X027,347.0,164.0,56908.0
D21136,2019-05-02,S17261,北区,辽宁,辽阳市,X023,1131.0,235.0,265785.0
D25147,2019-01-04,S17261,北区,辽宁,辽阳市,X070,745.0,242.0,180290.0
D21518,2019-06-30,S10468,东区,浙江,嘉兴市,X026,1013.0,101.0,102313.0
D24150,2019-08-12,S21838,南区,福建,泉州市,X008,1052.0,119.0,125188.0
D31532,2019-06-10,S17476,东区,湖北,武汉市,X079,948.0,128.0,121344.0
D23017,2019-06-26,S17807,西区,甘肃,酒泉市,X078,1360.0,116.0,157760.0
D21099,2019-08-04,S13020,南区,湖南,岳阳市,X022,957.0,158.0,151206.0
D21105,2019-07-13,S11685,西区,云南,临沧市,X002,1318.0,141.0,185838.0
D23658,2019-08-02,S11506,南区,广东,珠海市,X062,943.0,239.0,225377.0
D25148,2019-08-04,S17028,南区,湖南,株洲市,X031,406.0,86.0,34916.0
D26800,2019-05-02,S16650,西区,四川,达州市,X035,773.0,76.0,58748.0
D24908,2019-04-27,S21258,南区,广东,惠州市,X070,1821.0,242.0,440682.0
D27588,2019-09-28,S15043,东区,湖北,黄石市,X038,1349.0,102.0,137598.0
D21702,2019-09-06,S14106,东区,江苏,常州市,X016,792.0,99.0,78408.0
D22674,2019-01-23,S19684,西区,新疆,阿克苏地区,X015,1290.0,151.0,194790.0
D26297,2019-08-27,S10135,北区,河北,唐山市,X088,1376.0,125.0,172000.0
D22038,2019-07-08,S22773,东区,江苏,苏州市,X065,1111.0,140.0,155540.0
D29593,2019-07-31,S22919,东区,湖北,湖北省直辖,X014,1367.0,86.0,117562.0
D27528,2019-04-20,S20933,东区,江苏,宿迁市,X036,1475.0,99.0,146025.0
D31256,2019-06-15,S14059,西区,重庆市,重庆市,X045,548.0,205.0,112340.0
D33931,2019-01-12,S20547,北区,山西,运城市,X011,451.0,226.0,101926.0
D25909,2019-07-23,S21514,南区,广东,深圳市,X071,448.0,253.0,113344.0
D23671,2019-07-13,S10671,北区,河北,廊坊市,X070,766.0,242.0,185372.0
D25477,2019-07-31,S11024,西区,四川,成都市,X048,1360.0,61.0,82960.0
D30821,2019-04-03,S11021,西区,贵州,贵阳市,X046,1017.0,241.0,245097.0
D21241,2019-01-21,S12675,西区,重庆市,重庆市,X079,606.0,128.0,77568.0
D26685,2019-08-04,S14052,北区,河南,信阳市,X019,1460.0,210.0,306600.0
D24192,2019-05-29,S15443,东区,江苏,苏州市,X031,89.0,86.0,7654.0
D34090,2019-02-23,S20947,东区,上海市,上海市,X014,861.0,86.0,74046.0
D28135,2019-06-30,S17942,西区,四川,成都市,X077,1533.0,247.0,378651.0
D26835,2019-04-07,S17325,西区,四川,德阳市,X007,79.0,213.0,16827.0
D31619,2019-06-22,S13020,南区,湖南,岳阳市,X024,1863.0,235.0,437805.0
D22160,2019-08-02,S21157,西区,陕西,汉中市,X041,192.0,212.0,40704.0
D28429,2019-08-04,S13234,东区,安徽,铜陵市,X030,990.0,237.0,234630.0
D21249,2019-06-06,S22640,西区,云南,昆明市,X002,974.0,141.0,137334.0
D27249,2019-09-04,S11955,西区,四川,自贡市,X059,1155.0,56.0,64680.0
D23253,2019-09-26,S19095,东区,上海市,上海市,X057,1146.0,245.0,280770.0
D29279,2019-09-08,S18419,东区,江苏,宿迁市,X064,409.0,150.0,61350.0
D23076,2019-06-30,S16286,东区,江苏,南通市,X070,1314.0,242.0,317988.0
D21586,2019-07-26,S19583,南区,福建,泉州市,X026,678.0,101.0,68478.0
D31691,2019-01-04,S18702,南区,广东,珠海市,X014,971.0,86.0,83506.0
D30368,2019-07-09,S20849,东区,浙江,宁波市,X008,1015.0,119.0,120785.0
D25317,2019-08-04,S17515,西区,陕西,西安市,X049,1235.0,226.0,279110.0
D25431,2019-06-07,S10011,北区,山东,潍坊市,X019,171.0,210.0,35910.0
